u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,u18,u19,u20,u21,u22,u23,u24,u25,u26,u27,u28,u29,u30,u33,u34,u35,u36,u37,u38,u39,u40,u41,u42,u43,u44,u45,u46,u47,u48,u49,u50,u51,u52,u53,u54,u55,u56,u57,u58,u31,u32
1.56811568450304,1.54977218824942,1.53082043034478,1.51064601615143,1.48863585724967,1.46417850553334,1.43666463729886,1.40548772615042,1.37004495995041,1.32973848078847,1.28397706102711,1.23217837735867,1.17395123242786,1.10964991270309,1.0398251539663,0.96503672544318,0.885854200225312,0.802857619044151,0.716637919570119,0.627796968292118,0.536946996624539,0.444709214026367,0.351711358318922,0.258583959246886,0.165955148509214,0.0744439580860228,-0.0153477888767945,-0.102844684550208,-0.187507507621965,-0.268842828622267,-0.346411593748911,-0.419835820907013,-0.488802664832227,-0.553065352311278,-0.612440808972298,-0.666804131505265,-0.716080338685049,-0.760234014334971,-0.799257516778205,-0.833158560171123,-0.862072428816475,-0.886452991495225,-0.906760045101462,-0.923403245175365,-0.936748338788267,-0.947123334835644,-0.954824411824445,-0.960121447733345,-0.963263112938128,-0.964481502460484,-0.963996303944242,-0.962018507624045,-0.958753667817738,-0.954404724863583,-0.949174393879739,-0.943267123585641,-0.936890625564186,-1.78991523646273,-1.78991523626139
-1.11906854084442,-1.11400669443324,-1.10866757387364,-1.10283705526581,-1.09628588237862,-1.08876601781227,-1.08000542731366,-1.06970106580681,-1.05750975634826,-1.04303655662345,-1.02582009517723,-1.00531424121972,-0.980947522514669,-0.952387893886824,-0.919348118539557,-0.881518444448323,-0.838580264170769,-0.790223311853374,-0.736166714129883,-0.676183687959277,-0.6101289313313,-0.537966844942769,-0.45979782700237,-0.375879279685406,-0.286637973455965,-0.192671251848706,-0.0947361830576095,0.00627219355819109,0.10935051270855,0.213420485170254,0.317361824032902,0.420041279818328,0.520335704817223,0.61714845682499,0.709419553778414,0.796130659534422,0.876306241911241,0.949012212260043,1.01335316402856,1.06846949287309,1.11382857660326,1.14974560476934,1.1767093906182,1.19523519528176,1.20585809592914,1.20912812975631,1.20560668611506,1.19586376928348,1.18047585971698,1.16002417548262,1.13509318787081,1.1062692831129,1.07413949096306,1.03929022446465,1.00230599629702,0.963768097629498,0.924253246579532,-2.20501181793296,-2.20501181793296
-0.257917820666994,-0.257235064002125,-0.256474570280301,-0.255631204102955,-0.2547005072872,-0.253679022204517,-0.252564662755532,-0.251357126640597,-0.250058337516163,-0.24867289974626,-0.247208542095472,-0.245676520395124,-0.244089741292453,-0.242454700986078,-0.240775583807847,-0.239056020057909,-0.237298911871322,-0.23550627086835,-0.233679068924136,-0.231817102211366,-0.229918867532581,-0.227981448913543,-0.226000411509688,-0.223969699104641,-0.221881530862391,-0.219726292534245,-0.217492417016919,-0.215166249010644,-0.212731888548096,-0.210171008386625,-0.20746264073609,-0.204582929629816,-0.201504846585673,-0.198197869260967,-0.194627625867023,-0.190755512543389,-0.18653829712681,-0.181927731226866,-0.176870203573142,-0.171306493888384,-0.165181209618251,-0.158463041005898,-0.15112830069247,-0.143158298066645,-0.134540762753816,-0.1252711083757,-0.115353396430488,-0.104800873741011,-0.0936359973866052,-0.0818899236364208,-0.0696015096385371,-0.056815941661778,-0.0435831462033678,-0.0299561519017051,-0.0159895519483678,-0.00173817741101918,0.0127439560536624,5.6362530912442,4.89677798474445
-0.353368746715526,-0.351780631863912,-0.350139472975072,-0.348426529402467,-0.346621390467016,-0.344701796565485,-0.342643407518307,-0.340419512068149,-0.338000671831467,-0.335354292403086,-0.332444113849117,-0.329229612703332,-0.325671247232375,-0.321749864525138,-0.317451549997116,-0.312762181080827,-0.307667830528958,-0.302155220999702,-0.296212230711012,-0.289828445907367,-0.282995751004653,-0.275708941781702,-0.267966341279537,-0.259770392766595,-0.251128200017158,-0.242051983096356,-0.232559418638203,-0.222673837763175,-0.21242426236922,-0.201845271021145,-0.190976697948696,-0.179863181199424,-0.168553587084582,-0.15710034620843,-0.145558740596592,-0.133986181444012,-0.12244151319508,-0.110984372999924,-0.099674626300053,-0.0885718719116766,-0.0777214706795353,-0.0671293619986569,-0.0567919774560628,-0.046702906748909,-0.0368532611651973,-0.0272319983817831,-0.0178262096147265,-0.0086213713627375,0.000398435341886674,0.00925033496225013,0.0179524935079138,0.0265239774659873,0.0349846326807222,0.0433549805090341,0.0516561288557291,0.0599096959661269,0.0681377451133462,5.59732312383951,4.86285127713674
-0.244593570661357,-0.243966225960452,-0.243217093741714,-0.242327848147733,-0.241279600730656,-0.240053810340255,-0.238633546505258,-0.23700513519972,-0.235160178074065,-0.233097878414984,-0.230827529862273,-0.228370934354011,-0.225760140866297,-0.223021294637194,-0.220180291311985,-0.217265268752864,-0.214305508750799,-0.21133030066935,-0.208367845386056,-0.205444269035693,-0.202582799488729,-0.199803137545518,-0.197121033256502,-0.194548058836194,-0.19209155541997,-0.189754722186228,-0.187536812780412,-0.185433404472936,-0.183436708729619,-0.181535896605058,-0.179717417578169,-0.177965295449309,-0.176261389325369,-0.174585611385131,-0.17291609605697,-0.171229317568085,-0.169500154703057,-0.167701903225414,-0.165806237959733,-0.163783139262438,-0.161608844362439,-0.159280875611694,-0.156800808966809,-0.154170667563948,-0.151392999241323,-0.148470944646907,-0.145408294197428,-0.142209532356564,-0.138879868028721,-0.135425250304996,-0.131852369322644,-0.128168642570579,-0.124382187546713,-0.120501782201947,-0.116536815048293,-0.112497227131829,-0.108393448254609,5.64399567414697,4.90950384644803
-0.142138272069983,-0.142444132740708,-0.142764021370759,-0.143112212292916,-0.143502905174683,-0.143950206042644,-0.144468100346383,-0.145070417425267,-0.145770785516549,-0.146582576158849,-0.147518836499775,-0.148592207610661,-0.149811917819809,-0.151174803799653,-0.152674330357874,-0.15430365802496,-0.156055638778199,-0.157922812430389,-0.159897404644883,-0.161971327625334,-0.16413618460696,-0.166383279331438,-0.168703631703729,-0.1710880007887,-0.173526916190646,-0.176010718654211,-0.178529610420102,-0.181073715460927,-0.183633149220262,-0.186198096903989,-0.188758898763664,-0.19130614021656,-0.193830744123665,-0.19632406215483,-0.198777961961713,-0.201184906891102,-0.20353802521752,-0.205831166342075,-0.208058942055357,-0.210216751979647,-0.212300959161711,-0.214309123218135,-0.21623952637803,-0.218091059997127,-0.219863188966083,-0.221555909352517,-0.223169701135018,-0.22470547782671,-0.226164534642987,-0.22754849666753,-0.228859268237111,-0.230098984520185,-0.231269966023998,-0.23237467654244,-0.233415684860085,-0.234395630361059,-0.235317192555574,5.64268779076322,4.91382905940046
-0.161234604955662,-0.161875584925337,-0.162520461027942,-0.163176192720483,-0.163849570304551,-0.16454719567076,-0.165275457202053,-0.166040498182174,-0.166848178001672,-0.167704025403465,-0.168613182977501,-0.169580342119729,-0.170607688918221,-0.171688914010367,-0.172815592022269,-0.173979353430344,-0.175171940603025,-0.176385266585371,-0.177611475494669,-0.178843003019629,-0.180072635219002,-0.181293563631135,-0.182499434661383,-0.183684391323659,-0.184843105673453,-0.185970800662336,-0.187063260632317,-0.188116830205689,-0.189128401860872,-0.190095392968984,-0.191015713460182,-0.19188772556731,-0.192710197246122,-0.193482250899429,-0.194203308951133,-0.194873037647069,-0.195491290227653,-0.196058050347171,-0.196573376327769,-0.197037348231204,-0.197451195810264,-0.197819179564902,-0.198145687779556,-0.198434711800323,-0.1986898985722,-0.198914597783689,-0.199111903986936,-0.199284694077847,-0.199435660510616,-0.199567340594893,-0.199682142188518,-0.199782366059305,-0.199870225149093,-0.199947860934524,-0.200017357043296,-0.20008075025284,-0.200140038971363,5.6460712132317,4.91477304116756
5.15578361791249,3.75411159423012,2.63225106732166,1.78145334782011,1.15947607824593,0.714157781027122,0.398362895830291,0.174992210573229,0.0167579741639501,-0.0957375642835929,-0.176046739436308,-0.233553629739007,-0.274842080941276,-0.304807518733691,-0.326775967634914,-0.342962030154899,-0.354864175771111,-0.363510344080782,-0.369613394151432,-0.37367131364902,-0.376033035469836,-0.376942544998546,-0.376569145668169,-0.375028865512908,-0.372400231603105,-0.368736551727676,-0.36407615254471,-0.358451567128269,-0.35189834036404,-0.344463861978075,-0.33621640039372,-0.327254267985783,-0.317714784942957,-0.307782424244321,-0.297695229831806,-0.287748337988684,-0.27829325117583,-0.269731482634942,-0.262501383902627,-0.257057315079867,-0.253742206922513,-0.252575595225904,-0.253463819817298,-0.256255582002373,-0.260754414324158,-0.266732012024343,-0.273941421400141,-0.282129261216102,-0.291046372716414,-0.30045652196798,-0.310142991274266,-0.319913077412386,-0.32960065400418,-0.339067050573597,-0.348200554111751,-0.356914856165322,-0.365146757413315,-0.45214174240048,-0.45214174240048
0.565883027149814,0.625000415982903,0.683720274001498,0.741276962598988,0.796892053561765,0.849776819384795,0.899134803773332,0.944164404122064,0.984061432293221,1.01802165479037,1.04524334806786,1.06492993986372,1.07646739679811,1.07996740991366,1.07573727243664,1.06409579714515,1.04537195622854,1.0199038393034,0.988037857738465,0.950128135305899,0.906536033600957,0.857629766381225,0.803784060539602,0.74537982335687,0.682803776477763,0.61644801722608,0.546709467961096,0.473989174766223,0.398691418481194,0.321222604588001,0.241989904353669,0.161399628427005,0.0798553260830441,-0.00224438150738228,-0.0845082076692647,-0.166554800197415,-0.248015468659512,-0.328536954024919,-0.407784140357446,-0.485442686384257,-0.561282977922044,-0.635261731996147,-0.707369330281977,-0.777599619852852,-0.845950031002146,-0.912421646295435,-0.97701922066888,-1.03975115373337,-1.10062941668421,-1.15966943730094,-1.21688994741232,-1.2723127978713,-1.32596274652521,-1.37786722488026,-1.42805608916238,-1.47656136129396,-1.52341696496885,-2.64657273302522,-2.64657273302522
-0.854916999230887,-0.851704554021698,-0.848378777720757,-0.844872099716499,-0.841112418609558,-0.837022418231848,-0.832518623994692,-0.827510163570962,-0.82189718603887,-0.81556888046037,-0.808401017674812,-0.800252916840657,-0.790982954958368,-0.780509589475803,-0.768760678539998,-0.755654507515199,-0.741099622898369,-0.724994658710285,-0.707228177418806,-0.68767855009229,-0.6662139037898,-0.642692168144362,-0.616961257624348,-0.588859430960817,-0.558215874535036,-0.524851561869245,-0.488580446372712,-0.449211048627661,-0.406548502031567,-0.360397120605663,-0.310563549071705,-0.256860546523393,-0.199111439674335,-0.137155258257217,-0.0708525324273596,-9.16893184625745e-05,0.0752040664417377,0.155069563565529,0.239490405680579,0.328396023741765,0.421713031557433,0.519488046559704,0.621779060059578,0.728629005527951,0.840064665702567,0.956095844125615,1.07671486127229,1.20189642632021,1.33159792164668,1.46576011893932,1.6043083245646,1.74715392925411,1.894196315241,2.04532505475677,2.20042231908436,2.35936540845659,2.52202931061168,-1.05823428877782,-1.05823428877782
-1.11153084105873,-0.989504092659988,-0.863575622001664,-0.735021854385052,-0.605329551647748,-0.476196359853533,-0.349523356216642,-0.227398875573843,-0.112073237163372,-0.0059243531222788,0.0885854661839674,0.168960929412651,0.233198479454519,0.281329274536939,0.314087823217611,0.332402285508598,0.337358047659564,0.330162970485806,0.312114922594686,0.28457202585119,0.248925911398195,0.206578194431459,0.158920310171621,0.107316800784,0.0530920959085493,-0.00247921576104977,-0.0581786703338204,-0.112846855329273,-0.165383100858299,-0.214742081593124,-0.259927486427112,-0.29998290682288,-0.333980070492193,-0.361004503469024,-0.380138641067471,-0.390442327775917,-0.390930549735511,-0.380548133875778,-0.358141029133609,-0.322424274022819,-0.27238821536858,-0.208086604847453,-0.129677388550489,-0.0372395544711285,0.0692057181564485,0.189674101233873,0.324196996671197,0.47280002594703,0.635481050635333,0.812187806313186,1.00279540620627,1.20708414784021,1.42471822201816,1.65522606040563,1.89798314510513,2.15219812078454,2.41690298211568,-3.78171978370683,-3.78171978370683
