v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v38,v39,v40,v41,v42,v43,v44,v45,v46
-0.0673726764085692,-0.088660913524756,-0.109815694204484,-0.130708302282834,-0.151210126723992,-0.171192702090775,-0.19052775300604,-0.209087240327316,-0.226743405692743,-0.243368810011272,-0.258836360510457,-0.273019320313199,-0.285791294410533,-0.297026186550453,-0.306598123149108,-0.314381342934077,-0.320250054589595,-0.324078268946853,-0.325747864790673,-0.325363544182059,-0.32327329832843,-0.319837147254682,-0.315415052964381,-0.310367118296406,-0.305053710178429,-0.299835511451212,-0.295073510952183,-0.291128942937757,-0.288363184984064,-0.287137619014462,-0.287813453497277,-0.290751495981032,-0.296311852973747,-0.304853516463474,-0.316733768872382,-0.332307293306331,-0.351924799917035,-0.375858186221416,-0.403682048595853,-0.434584802562633,-0.467746878559617,-0.502346033670054,1.05006297527505,0.77311604248835,0.496176054384562,0.219271539141177,-0.0574519907238721,-0.331433494397363,-0.388268416348558,-0.737844605520865,-1.23183874240818,-1.26193215057401,0.258013165449022,0.0667105369094479,-0.12440252553746,-0.313003438446354,0.430086752135602,1.57533431209643,2.72059767969426,3.86586106589592,5.01112445211948
0.253170351788081,0.311652564268327,0.37056261289617,0.429260949099546,0.487072371017337,0.543290396187115,0.597182356603137,0.64799501629945,0.694960537957234,0.73730266844178,0.774243069821472,0.805007788279096,0.828833924965244,0.844976647953254,0.852716761976118,0.851369132460793,0.840292342630836,0.818900046119523,0.786720369368666,0.744595371717615,0.694746235312602,0.639437525126184,0.580877262052354,0.52119141871968,0.462404991122974,0.406431228513984,0.355070650512331,0.310021219240625,0.272900557445329,0.245280534468948,0.228733991764947,0.224892896971593,0.235516743417015,0.262569360663066,0.308301142430777,0.375331590968971,0.466723578302001,0.585618162488156,0.731518899828908,0.901428546380364,1.09167186603883,1.29781780762931,-1.81058103494771,-1.80934727263663,-1.8030699985843,-1.77113347740971,-1.60887462221215,-0.817973350165318,0.222509088843367,-1.61192075126687,-1.80578797183451,-1.8107525278732,-1.39936750767689,-0.965528172223275,-0.147802340525447,0.926913497833306,-1.06303564156145,-1.72195749414147,-1.80047625130817,-1.80966527440634,-1.81074038715297
-0.61723362015381,-0.601872016076434,-0.583426386618763,-0.561512469104323,-0.535813598791625,-0.506141621000614,-0.472507258463168,-0.435188260983301,-0.394777655046376,-0.352193619921765,-0.308640738364445,-0.265528065612574,-0.224364486561927,-0.186657132391478,-0.153832026067392,-0.127183430126746,-0.107847239628975,-0.0967879498149985,-0.0947550629510689,-0.101422569996961,-0.115333414698937,-0.134882881591204,-0.158436115174381,-0.18438963104662,-0.21122758155732,-0.23756949855371,-0.262202813496206,-0.284093035632562,-0.302366954716822,-0.316268135055394,-0.325087128039197,-0.328069744965404,-0.324305432204438,-0.312595983526845,-0.291305913336766,-0.258205500628805,-0.210344009817877,-0.144297037480362,-0.058863891075681,0.0447589285159154,0.163826925137483,0.294362583712216,-0.689101278479893,-0.689101278472918,-0.689101276226808,-0.689100552839875,-0.688867577378992,-0.616130159312237,-0.0265130725741762,-0.664177351329247,-0.685916997746188,-0.688694595972134,2.67503935521346,1.4070861105573,0.161803748097782,-0.394978979408741,0.729409712114611,1.65937084694087,2.59190388779446,3.52451743953004,4.45713349240236
-0.487753813081495,-0.477008319783391,-0.462735644904973,-0.443984561951532,-0.419694231713721,-0.38878543484626,-0.350328292547496,-0.30379461863055,-0.249360732023426,-0.188160126784834,-0.122344102843762,-0.0548673210308098,0.0109301901617288,0.0717565507687002,0.12466019914969,0.167145868987784,0.197170234929987,0.21309191121231,0.213683213213503,0.199483661279994,0.172882789409308,0.136556801803655,0.0933021946210995,0.0459384006427844,-0.00281664127386497,-0.0504940716243204,-0.0950164610263443,-0.134791913500231,-0.168724765092785,-0.196135248542502,-0.216608423247392,-0.229802815396475,-0.235239050686112,-0.232068127151531,-0.218799193533854,-0.192957914020052,-0.150668452360376,-0.0865679418185761,0.00301986484022829,0.118834052492051,0.258473193102298,0.416419852327547,-0.519345384691733,-0.519345202001858,-0.519339031048589,-0.519130586747774,-0.51208990629732,-0.286078648054886,0.136121991287565,-0.515075289221919,-0.519338245024821,-0.519345378309091,6.41763587032313,3.52679066754096,0.643691481489949,-0.408305878671029,-0.126998496016546,-0.488118112593745,-0.517059334327171,-0.519178125227984,-0.519333151933143
-0.457553633151656,-0.433831402611989,-0.404785637423788,-0.369700897534025,-0.328029192094186,-0.279539869278874,-0.224484684814063,-0.163736139096258,-0.0988447612238817,-0.0319756275721418,0.0342709013310057,0.0970997553347663,0.153749848638333,0.201659788069819,0.238559724184862,0.262509221812957,0.271912794789371,0.265543984618704,0.242666116748322,0.204696891064431,0.155238968626892,0.098156714312812,0.0372745443933283,-0.0238698087916253,-0.0822743671667464,-0.135657835567758,-0.182521105298206,-0.222070614921694,-0.254038491755118,-0.278456161522877,-0.295426523921629,-0.304911319812917,-0.306521551452496,-0.299275250231934,-0.281265723031947,-0.249162903395414,-0.197468181278126,-0.117900009337757,-0.00261574297446799,0.15323378468794,0.349012262603709,0.577068667657702,-0.555879200392345,-0.555125433609273,-0.552057003289337,-0.53956731944058,-0.488814717691507,-0.290568509289917,-0.240475393606006,-0.554744601463613,-0.556124200644099,-0.556124661261093,6.37732471615826,3.49114865807521,0.63206113399613,-0.3598181158492,-0.349568337008256,-0.550201960170825,-0.555957137679415,-0.55611992305567,-0.556124527391846
0.148561671941399,0.063225243508634,-0.0193860871196882,-0.0976719072670835,-0.1699541651279,-0.234718463048092,-0.290921191062872,-0.338208152706177,-0.376916694869481,-0.407878877497888,-0.432154463083408,-0.45080955778842,-0.464781870224277,-0.474818685049929,-0.481456989853628,-0.485019107471628,-0.485605133793845,-0.483068551812623,-0.476975509692328,-0.466888424259678,-0.452490180908222,-0.433359677118866,-0.409095769009439,-0.379505602141487,-0.344825266872194,-0.305913769311729,-0.26433279018401,-0.222257338793194,-0.182251344789349,-0.147010930713692,-0.119165731246455,-0.101163264570436,-0.0952059120546201,-0.103185843549457,-0.126550221089764,-0.166000730733594,-0.220885462794876,-0.287906955228951,-0.358436890242733,-0.42247707606316,-0.473708869637328,-0.510832959271515,4.01127150218932,3.1665025617231,2.32173364152226,1.47696729378424,0.632527026509186,-0.17239945712834,-0.348018939156224,-0.480694071242732,-0.580227908217515,-0.581282045137343,3.59038461243529,2.15133528903,0.712495265374361,-0.44213781077257,-0.581274776235737,-0.581293170404912,-0.581293170556131,-0.581293170556132,-0.581293170556132
0.164604578903094,0.130393792861218,0.0964006722113029,0.0627824996237027,0.0296953933561873,-0.00270588430426503,-0.034268113073765,-0.0648397858646148,-0.0942712543607441,-0.12241483705311,-0.149124877145946,-0.174257737705474,-0.197671722141261,-0.21922690968208,-0.238784897981277,-0.256208448353864,-0.271361033342793,-0.284106291212786,-0.294314117561764,-0.302035028335243,-0.307515447365674,-0.311009013131266,-0.312767116344281,-0.313039497250097,-0.3120747953719,-0.310121031428484,-0.307426007673411,-0.304237618628687,-0.300804068878681,-0.297373998116253,-0.294196515939795,-0.291521149990664,-0.289597710933421,-0.288676076565101,-0.289005895031251,-0.290836203727372,-0.294414955918585,-0.299949822912426,-0.307280191481826,-0.316042611608825,-0.325872102185673,-0.336404945696661,-0.0888097142414152,-0.0889866925221046,-0.0891636680413323,-0.089340640798114,-0.089517610791468,-0.0908872834134314,-0.23244327250105,-1.20889057936692,-1.77656379047101,-1.86215748143447,1.10621777884508,0.521341977585762,-0.0546443522587659,-0.422577240256661,0.528998849867129,1.60086010357889,2.67664308603142,3.75280282566565,4.82899848186662
6.72996822688437,1.45475591745037,0.0276791408849519,-0.26585046794873,-0.32630397648719,-0.339159499634519,-0.342017276866374,-0.342688908922753,-0.342857593934799,-0.342903327980113,-0.342916833934252,-0.342921209703451,-0.342922771213881,-0.342923383471061,-0.342923642747393,-0.342923754372842,-0.342923791460362,-0.342923773905947,-0.342923685896101,-0.342923461349762,-0.342922913043122,-0.342921492669974,-0.342917515492497,-0.342905544219279,-0.342867387719594,-0.342741101473053,-0.342316575595411,-0.340901081501656,-0.336335296079158,-0.322456845665156,-0.283790038752352,-0.187973476111283,0.0160457018220075,0.373326492988071,0.855742817047797,1.29963995989206,1.46430912296024,1.22651898157511,0.750606397538903,0.29291533143447,-0.0203566615952603,-0.193420869672308,-0.34291344124001,-0.342839189449331,-0.342245442886486,-0.337497612348595,-0.299532520259598,0.00138858131577099,0.831790946170189,-0.25405988732738,-0.341685225063449,-0.342906784689013,-0.322797039475647,-0.322797039475647,-0.322797039475646,-0.322797039475646,-0.322797039475646,-0.322797039475646,-0.322797039475646,-0.322797039475646,-0.322797039475646
0.00352575943205703,-0.044618759417146,-0.091867514209183,-0.137670719779769,-0.181498048559047,-0.22284435184788,-0.261234571543363,-0.296226890146205,-0.32741316969044,-0.354415910077697,-0.376881296242717,-0.394468339831851,-0.406834574844223,-0.413619176021722,-0.414424716574492,-0.40879909889185,-0.396219531062526,-0.376080806943503,-0.347723894746839,-0.311327991379381,-0.2680906775546,-0.219361427669874,-0.166609896219815,-0.11141944427788,-0.0554652222426029,-0.000486100941438128,0.0517422649281139,0.0994291545635925,0.140784160962013,0.174027106703014,0.197394359826466,0.209143788894731,0.207560872806624,0.190969222231512,0.157750736365641,0.106385202870737,0.0355292669708002,-0.0554816919223152,-0.163508465375838,-0.282967427343774,-0.407525330863545,-0.530279539984312,4.50209274385228,3.55107411606672,2.60005802462208,1.64909846357643,0.699394639300654,-0.217450864152253,-0.268556816162158,-0.856226675586256,-1.16777065606872,-1.16917838514935,1.69946695656993,1.02256030714161,0.349078507371069,-0.262352217601681,-1.01450581240089,-1.15883914333955,-1.16849980525343,-1.1691391890611,-1.16918150407487
-0.330907858133888,-0.32512507916669,-0.319172280120504,-0.313001513596083,-0.306560773155851,-0.299793614558534,-0.292638679912071,-0.285029112217761,-0.276891845998215,-0.26814675755081,-0.25870565583501,-0.248471092092695,-0.237334963053059,-0.225176879076262,-0.211862265012736,-0.197240158194229,-0.181140665317949,-0.163372038814987,-0.143725776140607,-0.122205061917675,-0.0991006498600796,-0.0747888391278434,-0.0497299797281936,-0.0244750423363406,0.000333029405009361,0.0239642393327883,0.0456135247795744,0.0644202309229731,0.079495083539702,0.0899542818933131,0.0949600072062791,0.0937663571669217,0.0857693789573317,0.0705593247026522,0.0479723172190394,0.0181371819234443,-0.0184886337554209,-0.0609801985570916,-0.107058206877413,-0.154081029760172,-0.199907887266321,-0.242960886175638,5.79779698282004,3.95316933017371,2.13952586488047,0.58943316881165,-0.217381261344049,-0.4777860090753,-0.358821428822436,-0.585729951798576,-0.585755147718241,-0.585755147718249,-0.585755147718249,-0.585755147718249,-0.585755147690984,0.339906935100823,-0.585189464049569,-0.58575451941557,-0.585755147020396,-0.585755147717474,-0.585755147718248
